author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,house_material_type,year_construction,finishing_type,heating_type,housing_type
Татьяна Москальцова,realtor,https://dmitrov.cian.ru/sale/flat/299371795/,Дмитров,sale,flat,4,5,1,29.5,3600000,Дмитров, Космонавтов,25,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308893416/,Дмитров,sale,flat,3,3,1,38.8,3700000,, Спасская,10,Лобня,Новоспасский,Не указано,-1,Не указано,Не указано,Не указано
ЕГСН Продажа,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308297723/,Дмитров,sale,flat,1,4,1,26.7,3700000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Юлия Шведова,realtor,https://dmitrov.cian.ru/sale/flat/299988261/,Дмитров,sale,flat,18,18,1,41.0,3800000,Дмитров, Архитектора В.В. Белоброва,11,,,Не указано,-1,Не указано,Не указано,Не указано
Виолетта Каплий,realtor,https://dmitrov.cian.ru/sale/flat/308714303/,Дмитров,sale,flat,4,5,2,37.0,3900000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308825891/,Дмитров,sale,flat,3,5,1,30.0,3900000,Дмитров, Космонавтов,8,,,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/300869953/,Дмитров,sale,flat,9,17,1,33.0,3900000,,,39,Алтуфьево,,Не указано,-1,Не указано,Не указано,Не указано
ID 25406066,unknown,https://dmitrov.cian.ru/sale/flat/296742611/,Дмитров,sale,flat,12,17,3,85.5,6299000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
ID 98722447,unknown,https://dmitrov.cian.ru/sale/flat/307844074/,Дмитров,sale,flat,2,5,2,43.1,4550000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/305095096/,Дмитров,sale,flat,9,9,1,32.2,3500000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
ID 98722447,unknown,https://dmitrov.cian.ru/sale/flat/293707941/,Дмитров,sale,flat,9,14,2,52.8,6700000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Елена Родина,realtor,https://dmitrov.cian.ru/sale/flat/307004808/,Дмитров,sale,flat,3,5,1,29.0,3200000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
ID 13299448,unknown,https://dmitrov.cian.ru/sale/flat/307778114/,Дмитров,sale,flat,6,12,2,62.0,7100000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307479562/,Дмитров,sale,flat,2,4,1,40.0,5850000,,Рогачевская ,43к1,Лобня,,Не указано,-1,Не указано,Не указано,Не указано
ID 88673437,homeowner,https://dmitrov.cian.ru/sale/flat/308411156/,Дмитров,sale,flat,2,10,2,63.0,9200000,Дмитров,Чекистская ,8,,Славянский,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308893416/,Дмитров,sale,flat,3,3,1,38.8,3700000,, Спасская,10,Лобня,Новоспасский,Не указано,-1,Не указано,Не указано,Не указано
ID 121207673,homeowner,https://dmitrov.cian.ru/sale/flat/306728068/,Дмитров,sale,flat,7,17,1,40.3,5600000,Дмитров, Космонавтов,56,,,Не указано,-1,Не указано,Не указано,Не указано
ID 68289693,unknown,https://dmitrov.cian.ru/sale/flat/308806232/,Дмитров,sale,flat,4,9,1,45.0,4600000,Дмитров,Сиреневая ,3,,Внуковская улица,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/305508995/,Дмитров,sale,flat,5,17,3,81.3,9500000,Дмитров, 2-я Комсомольская,16к1,,На Высоковольтной,Не указано,-1,Не указано,Не указано,Не указано
Этажи Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308678747/,Дмитров,sale,flat,1,9,1,38.3,3600000,,,,,Спортивный,Не указано,-1,Не указано,Не указано,Не указано
Достижение,real_estate_agent,https://dmitrov.cian.ru/sale/flat/304392559/,Дмитров,sale,flat,8,17,3,89.9,9200000,Дмитров, Архитектора В.В. Белоброва,11,,,Не указано,-1,Не указано,Не указано,Не указано
ПАРУСА,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307724641/,Дмитров,sale,flat,9,17,2,59.3,7700000,Дмитров, Космонавтов,54,,,Не указано,-1,Не указано,Не указано,Не указано
Татьяна Монич,realtor,https://dmitrov.cian.ru/sale/flat/305884507/,Дмитров,sale,flat,11,12,2,60.4,7300000,Дмитров,Московская ,21,,,Не указано,-1,Не указано,Не указано,Не указано
Виолетта Каплий,realtor,https://dmitrov.cian.ru/sale/flat/308714303/,Дмитров,sale,flat,4,5,2,37.0,3900000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/303755783/,Дмитров,sale,flat,3,5,-1,48.1,1400000,Дмитров,Комсомольская ,25,,,Не указано,-1,Не указано,Не указано,Не указано
ID 40699766,homeowner,https://dmitrov.cian.ru/sale/flat/309005729/,Дмитров,sale,flat,8,9,1,32.2,4750000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/304679512/,Дмитров,sale,flat,8,14,1,41.8,6900000,Дмитров,Московская ,8,,,Не указано,-1,Не указано,Не указано,Не указано
Этажи Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308679009/,Дмитров,sale,flat,3,4,2,44.5,5050000,Дмитров,Рогачевская ,35к2,,,Не указано,-1,Не указано,Не указано,Не указано
Екатерина Денисова,realtor,https://dmitrov.cian.ru/sale/flat/293866755/,Дмитров,sale,flat,4,5,1,31.1,4400000,Дмитров,Комсомольская ,27,,,Не указано,-1,Не указано,Не указано,Не указано
Центр Оформления Недвижимости,real_estate_agent,https://dmitrov.cian.ru/sale/flat/303248699/,Дмитров,sale,flat,4,5,2,44.4,4600000,Дмитров, Космонавтов,18,,,Не указано,-1,Не указано,Не указано,Не указано
ИНКОМ-Недвижимость,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307661232/,Дмитров,sale,flat,4,5,2,59.7,5500000,,,,,мкр. Внуковский,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/294804040/,Дмитров,sale,flat,3,9,3,61.81,5550000,, Космонавтов,38,Лобня,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307994414/,Дмитров,sale,flat,2,3,2,51.2,6800000,Дмитров,Луговая ,14,,Дмитрослав,Не указано,-1,Не указано,Не указано,Не указано
ЕГСН Продажа,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308297723/,Дмитров,sale,flat,1,4,1,26.7,3700000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/303755781/,Дмитров,sale,flat,3,5,2,42.4,4600000,Дмитров, Космонавтов,2,,,Не указано,-1,Не указано,Не указано,Не указано
Звезда Подмосковья,real_estate_agent,https://dmitrov.cian.ru/sale/flat/303536798/,Дмитров,sale,flat,15,15,2,55.0,5700000,Дмитров, Архитектора В.В. Белоброва,5,,,Не указано,-1,Не указано,Не указано,Не указано
Анна Сычева,realtor,https://dmitrov.cian.ru/sale/flat/305336406/,Дмитров,sale,flat,3,3,3,62.9,5150000,Дмитров,Луговая ,14,,Дмитрослав,Не указано,-1,Не указано,Не указано,Не указано
ID 15062968,real_estate_agent,https://dmitrov.cian.ru/sale/flat/298489397/,Дмитров,sale,flat,6,9,3,68.0,7000000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
МК Инвест,real_estate_agent,https://dmitrov.cian.ru/sale/flat/290586051/,Дмитров,sale,flat,3,3,3,169.4,7700000,Дмитров,Луговая ,14,,Дмитрослав,Не указано,-1,Не указано,Не указано,Не указано
Этажи Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308679047/,Дмитров,sale,flat,9,9,4,67.5,6800000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Альтернатива,real_estate_agent,https://dmitrov.cian.ru/sale/flat/305142345/,Дмитров,sale,flat,8,9,1,32.1,4000000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
ID 98722447,unknown,https://dmitrov.cian.ru/sale/flat/304672824/,Дмитров,sale,flat,5,15,2,76.5,5600000,Дмитров, Спасская,6А,,Спасские ворота,Не указано,-1,Не указано,Не указано,Не указано
ПАНОРАМА 50,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308515454/,Дмитров,sale,flat,13,14,3,112.0,17800000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Olga Sidorenkova,realtor,https://dmitrov.cian.ru/sale/flat/308252716/,Дмитров,sale,flat,9,9,1,32.0,5500000,Дмитров,Шлюзовая ,8к3,,Дмитров Сити,Не указано,-1,Не указано,Не указано,Не указано
ИНКОМ-Недвижимость,real_estate_agent,https://dmitrov.cian.ru/sale/flat/302345998/,Дмитров,sale,flat,7,9,2,44.3,4650000,Дмитров, Космонавтов,41,,,Не указано,-1,Не указано,Не указано,Не указано
Этажи Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308901174/,Дмитров,sale,flat,2,4,1,38.0,6250000,Дмитров,Рогачевская ,35к2,,,Не указано,-1,Не указано,Не указано,Не указано
КАПИТАЛ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/304227507/,Дмитров,sale,flat,15,17,2,50.6,6500000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/274096088/,Дмитров,sale,flat,2,3,3,67.6,6000000,,Чекистская ,12,Алтуфьево,,Не указано,-1,Не указано,Не указано,Не указано
Виолетта Каплий,realtor,https://dmitrov.cian.ru/sale/flat/306749942/,Дмитров,sale,flat,9,17,2,55.46,6100000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
ID 116519664,homeowner,https://dmitrov.cian.ru/sale/flat/301968133/,Дмитров,sale,flat,9,17,1,46.4,6100000,Дмитров, 2-я Комсомольская,16к6,,На Высоковольтной,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/306566286/,Дмитров,sale,flat,4,5,3,60.5,7800000,Дмитров,Чекистская ,7,,,Не указано,-1,Не указано,Не указано,Не указано
ID 81681617,homeowner,https://dmitrov.cian.ru/sale/flat/304555088/,Дмитров,sale,flat,12,16,3,79.3,10700000,Дмитров,Сенная ,24,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/305178461/,Дмитров,sale,flat,2,2,1,37.0,3300000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
ID 114160061,homeowner,https://dmitrov.cian.ru/sale/flat/299479161/,Дмитров,sale,flat,3,5,2,44.4,5000000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
МЕЧТА,real_estate_agent,https://dmitrov.cian.ru/sale/flat/294488873/,Дмитров,sale,flat,7,9,1,32.2,4300000,Дмитров,Загорская ,32,,,Не указано,-1,Не указано,Не указано,Не указано
ID 340365,realtor,https://dmitrov.cian.ru/sale/flat/308937614/,Дмитров,sale,flat,2,9,2,49.5,5850000,Дмитров,Внуковская ,35,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307538084/,Дмитров,sale,flat,3,9,3,61.3,6400000,,,18,Алтуфьево,,Не указано,-1,Не указано,Не указано,Не указано
31 Квартал,real_estate_agent,https://dmitrov.cian.ru/sale/flat/302714469/,Дмитров,sale,flat,8,15,3,81.2,12500000,Дмитров,Пионерская ,2,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308782695/,Дмитров,sale,flat,7,9,2,43.4,4800000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308986627/,Дмитров,sale,flat,11,12,2,65.5,7900000,,Московская ,21,Лобня,,Не указано,-1,Не указано,Не указано,Не указано
КварталСити,real_estate_agent,https://dmitrov.cian.ru/sale/flat/294140916/,Дмитров,sale,flat,2,12,2,78.3,12500000,Дмитров,Московская ,23А,,,Не указано,-1,Не указано,Не указано,Не указано
ID 119197115,homeowner,https://dmitrov.cian.ru/sale/flat/304770604/,Дмитров,sale,flat,9,9,2,45.0,4900000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/309026861/,Дмитров,sale,flat,8,9,3,60.4,7250000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
МК-Гарант,real_estate_agent,https://dmitrov.cian.ru/sale/flat/295833383/,Дмитров,sale,flat,1,9,2,53.0,6150000,Дмитров,Школьная ,7,,,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/309026629/,Дмитров,sale,flat,3,17,1,41.6,6150000,,Оборонная ,29,Алтуфьево,Князь Долгорукий,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308001645/,Дмитров,sale,flat,5,12,1,36.4,6150000,,Московская ,21,Лобня,Дмитров Парк,Не указано,-1,Не указано,Не указано,Не указано
МК-Гарант,real_estate_agent,https://dmitrov.cian.ru/sale/flat/294807762/,Дмитров,sale,flat,1,5,3,70.2,6200000,Дмитров,Комсомольская ,6,,,Не указано,-1,Не указано,Не указано,Не указано
МЕЧТА,real_estate_agent,https://dmitrov.cian.ru/sale/flat/302620443/,Дмитров,sale,flat,3,5,2,49.0,6200000,Дмитров,Внуковская ,27,,,Не указано,-1,Не указано,Не указано,Не указано
Ольга Кудинова,realtor,https://dmitrov.cian.ru/sale/flat/300024148/,Дмитров,sale,flat,2,5,2,47.0,6250000,Дмитров,Советская ,19,,,Не указано,-1,Не указано,Не указано,Не указано
ГОРОБМЕН,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308018568/,Дмитров,sale,flat,6,17,1,43.8,6350000,Дмитров, Архитектора В.В. Белоброва,3,,,Не указано,-1,Не указано,Не указано,Не указано
Инвест МСК,real_estate_agent,https://dmitrov.cian.ru/sale/flat/265432880/,Дмитров,sale,flat,15,16,3,83.3,6350000,Дмитров, Спасская,6А,,Спасские ворота,Не указано,-1,Не указано,Не указано,Не указано
Наталья  Иванова,realtor,https://dmitrov.cian.ru/sale/flat/275647735/,Дмитров,sale,flat,1,5,2,53.3,6350000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Альтернатива,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308568607/,Дмитров,sale,flat,7,9,3,61.9,6400000,Дмитров,Загорская ,34,,,Не указано,-1,Не указано,Не указано,Не указано
ОЛИМП-НЕДВИЖИМОСТЬ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307656845/,Дмитров,sale,flat,1,9,3,58.8,6400000,Дмитров,Внуковская ,33а,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307538084/,Дмитров,sale,flat,3,9,3,61.3,6400000,,,18,Алтуфьево,,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/298083328/,Дмитров,sale,flat,9,14,1,43.0,6400000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308512159/,Дмитров,sale,flat,1,10,2,69.3,6500000,,Гравийная ,8,Лобня,,Не указано,-1,Не указано,Не указано,Не указано
Качанова и партнеры,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307484652/,Дмитров,sale,flat,5,10,2,58.1,6500000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308399457/,Дмитров,sale,flat,3,9,4,68.3,6500000,Дмитров,Внуковская ,33а,,,Не указано,-1,Не указано,Не указано,Не указано
РанДв online,real_estate_agent,https://dmitrov.cian.ru/sale/flat/303771372/,Дмитров,sale,flat,15,18,2,45.0,6700000,,,,,Лесной квартал,Не указано,-1,Не указано,Не указано,Не указано
МЕЧТА,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308800461/,Дмитров,sale,flat,1,6,1,35.7,6650000,Дмитров,Оборонная ,6,,,Не указано,-1,Не указано,Не указано,Не указано
ТКБ БАНК,real_estate_agent,https://dmitrov.cian.ru/sale/flat/305329579/,Дмитров,sale,flat,3,4,2,61.1,6700000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
ЖСС Недвижимость,real_estate_agent,https://dmitrov.cian.ru/sale/flat/303065191/,Дмитров,sale,flat,1,9,3,67.7,6700000,Дмитров,Оборонная ,1,,,Не указано,-1,Не указано,Не указано,Не указано
БизнесКонсалт,real_estate_agent,https://dmitrov.cian.ru/sale/flat/285428661/,Дмитров,sale,flat,1,4,2,68.0,6650000,Дмитров,Рогачевская ,41к2,,,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/296750803/,Дмитров,sale,flat,5,9,3,70.0,6750000,,Школьная ,7,Алтуфьево,,Не указано,-1,Не указано,Не указано,Не указано
Дмитровское агентство недвижимости,real_estate_agent,https://dmitrov.cian.ru/sale/flat/304890305/,Дмитров,sale,flat,11,17,2,54.0,6750000,Дмитров, 2-я Комсомольская,16к5,,На Высоковольтной,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/304762811/,Дмитров,sale,flat,3,3,2,56.8,6800000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307994414/,Дмитров,sale,flat,2,3,2,51.2,6800000,Дмитров,Луговая ,14,,Дмитрослав,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/305095109/,Дмитров,sale,flat,7,9,4,68.5,6900000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/304679512/,Дмитров,sale,flat,8,14,1,41.8,6900000,Дмитров,Московская ,8,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/306822593/,Дмитров,sale,flat,4,9,3,60.0,7080000,Дмитров,Загорская ,32,,,Не указано,-1,Не указано,Не указано,Не указано
Этажи Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308933805/,Дмитров,sale,flat,8,9,2,51.5,5300000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
ПАРУСА,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307457119/,Дмитров,sale,flat,17,17,3,67.5,9500000,,,,,Лесной квартал,Не указано,-1,Не указано,Не указано,Не указано
Звезда Подмосковья,real_estate_agent,https://dmitrov.cian.ru/sale/flat/305150232/,Дмитров,sale,flat,2,10,1,40.0,6300000,Дмитров,Профессиональная ,26,,,Не указано,-1,Не указано,Не указано,Не указано
Владис Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307401273/,Дмитров,sale,flat,5,17,2,62.5,6900000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Этажи Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308965523/,Дмитров,sale,flat,5,17,1,32.4,4100000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Игорь Виноградов,realtor,https://dmitrov.cian.ru/sale/flat/297515076/,Дмитров,sale,flat,8,9,1,35.3,5350000,Дмитров,Сиреневая ,6,,,Не указано,-1,Не указано,Не указано,Не указано
ID 96575852,homeowner,https://dmitrov.cian.ru/sale/flat/308769617/,Дмитров,sale,flat,6,16,1,30.0,4030000,Дмитров, Спасская,6А,,Спасские ворота,Не указано,-1,Не указано,Не указано,Не указано
Юлия Давыдова,realtor,https://dmitrov.cian.ru/sale/flat/307715766/,Дмитров,sale,flat,2,12,1,37.0,4500000,Дмитров, Спасская,3,,,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/300869953/,Дмитров,sale,flat,9,17,1,33.0,3900000,,,39,Алтуфьево,,Не указано,-1,Не указано,Не указано,Не указано
Дмитровское агентство недвижимости,real_estate_agent,https://dmitrov.cian.ru/sale/flat/304890305/,Дмитров,sale,flat,11,17,2,54.0,6750000,Дмитров, 2-я Комсомольская,16к5,,На Высоковольтной,Не указано,-1,Не указано,Не указано,Не указано
ID 113643709,homeowner,https://dmitrov.cian.ru/sale/flat/298928323/,Дмитров,sale,flat,1,5,2,41.5,6100000,Дмитров,Инженерная ,8,,,Не указано,-1,Не указано,Не указано,Не указано
ПАНОРАМА 50,real_estate_agent,https://dmitrov.cian.ru/sale/flat/305778088/,Дмитров,sale,flat,1,5,2,41.6,4300000,Дмитров,Большевистская ,21,,,Не указано,-1,Не указано,Не указано,Не указано
Градомиръ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307498812/,Дмитров,sale,flat,5,5,2,41.0,4200000,Дмитров, Космонавтов,1а,,,Не указано,-1,Не указано,Не указано,Не указано
Эксперт-Риелт 24,real_estate_agent,https://dmitrov.cian.ru/sale/flat/295708128/,Дмитров,sale,flat,17,17,1,43.6,4900000,Дмитров, Космонавтов,54,,,Не указано,-1,Не указано,Не указано,Не указано
ID 1107916,unknown,https://dmitrov.cian.ru/sale/flat/308716278/,Дмитров,sale,flat,5,5,2,36.0,4000000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Альтернатива,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307682141/,Дмитров,sale,flat,2,5,2,43.1,5050000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Этажи Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308678660/,Дмитров,sale,flat,4,9,4,67.3,6990000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
САМОЛЕТ ПЛЮС,real_estate_agent,https://dmitrov.cian.ru/sale/flat/301915414/,Дмитров,sale,flat,10,14,2,70.0,11500000,Дмитров,Школьная ,10,,на Школьной,Не указано,-1,Не указано,Не указано,Не указано
Владис Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307806383/,Дмитров,sale,flat,16,17,1,50.6,5000000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
МК-Гарант,real_estate_agent,https://dmitrov.cian.ru/sale/flat/292552505/,Дмитров,sale,flat,10,11,1,41.3,5599000,Дмитров,Чекистская ,8,,Славянский,Не указано,-1,Не указано,Не указано,Не указано
ОЛИМП-НЕДВИЖИМОСТЬ,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307656845/,Дмитров,sale,flat,1,9,3,58.8,6400000,Дмитров,Внуковская ,33а,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308399457/,Дмитров,sale,flat,3,9,4,68.3,6500000,Дмитров,Внуковская ,33а,,,Не указано,-1,Не указано,Не указано,Не указано
Владис Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/304682868/,Дмитров,sale,flat,1,3,1,30.4,3500000,,,,,Терра,Не указано,-1,Не указано,Не указано,Не указано
Эксперт-Риелт 24,real_estate_agent,https://dmitrov.cian.ru/sale/flat/294194241/,Дмитров,sale,flat,15,17,3,88.0,12500000,Дмитров, 2-я Комсомольская,16к2,,На Высоковольтной,Не указано,-1,Не указано,Не указано,Не указано
ID 113622,homeowner,https://dmitrov.cian.ru/sale/flat/302647457/,Дмитров,sale,flat,14,17,2,61.0,6600000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Звезда Подмосковья,real_estate_agent,https://dmitrov.cian.ru/sale/flat/304064047/,Дмитров,sale,flat,1,5,3,70.2,6500000,Дмитров,Комсомольская ,6,,,Не указано,-1,Не указано,Не указано,Не указано
ID 15710584,realtor,https://dmitrov.cian.ru/sale/flat/303367411/,Дмитров,sale,flat,6,9,3,56.9,5900000,Дмитров, 2-я Комсомольская,15А,,,Не указано,-1,Не указано,Не указано,Не указано
Городской Центр Недвижимости,real_estate_agent,https://dmitrov.cian.ru/sale/flat/294167602/,Дмитров,sale,flat,7,9,3,59.3,6700000,Дмитров, Космонавтов,38,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308237116/,Дмитров,sale,flat,3,4,2,70.7,9800000,Дмитров, Просторная,7,,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс Дмитров,real_estate_agent,https://dmitrov.cian.ru/sale/flat/308787382/,Дмитров,sale,flat,2,17,2,58.2,9900000,Дмитров,Московская ,21,,,Не указано,-1,Не указано,Не указано,Не указано
Manifest realty,real_estate_agent,https://dmitrov.cian.ru/sale/flat/302411567/,Дмитров,sale,flat,10,12,2,66.0,10200000,Дмитров,Московская ,21,,,Не указано,-1,Не указано,Не указано,Не указано
ЛидерЪ Инвест,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307997575/,Дмитров,sale,flat,3,9,2,73.7,10150000,Дмитров,Сиреневая ,7,,,Не указано,-1,Не указано,Не указано,Не указано
ГОРОБМЕН,real_estate_agent,https://dmitrov.cian.ru/sale/flat/305862078/,Дмитров,sale,flat,3,9,3,95.7,10490000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
МК-Гарант,real_estate_agent,https://dmitrov.cian.ru/sale/flat/298657799/,Дмитров,sale,flat,11,12,3,98.0,10600000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
ID 81681617,homeowner,https://dmitrov.cian.ru/sale/flat/304555088/,Дмитров,sale,flat,12,16,3,79.3,10700000,Дмитров,Сенная ,24,,,Не указано,-1,Не указано,Не указано,Не указано
Альтернатива,real_estate_agent,https://dmitrov.cian.ru/sale/flat/301362014/,Дмитров,sale,flat,8,9,3,93.9,11000000,,,,,,Не указано,-1,Не указано,Не указано,Не указано
Милан Гаркалов,realtor,https://dmitrov.cian.ru/sale/flat/306346604/,Дмитров,sale,flat,9,17,3,81.3,11300000,Дмитров, 2-я Комсомольская,16к1,,На Высоковольтной,Не указано,-1,Не указано,Не указано,Не указано
САМОЛЕТ ПЛЮС,real_estate_agent,https://dmitrov.cian.ru/sale/flat/301915414/,Дмитров,sale,flat,10,14,2,70.0,11500000,Дмитров,Школьная ,10,,на Школьной,Не указано,-1,Не указано,Не указано,Не указано
FriendlyHome,real_estate_agent,https://dmitrov.cian.ru/sale/flat/277237138/,Дмитров,sale,flat,3,6,2,82.9,11500000,, Подлипецкая Слобода,50,Алтуфьево,,Не указано,-1,Не указано,Не указано,Не указано
Звезда Подмосковья,real_estate_agent,https://dmitrov.cian.ru/sale/flat/307713922/,Дмитров,sale,flat,1,4,3,93.5,11700000,Дмитров, Просторная,7,,,Не указано,-1,Не указано,Не указано,Не указано
